Source,Target,Weight,Type
"Acknowledgement","Essence",1.0,undirected
"Acknowledgement","Existence",1.0,undirected
"Acknowledgement","Identity",2.0,undirected
"Acknowledgement","Mask",1.0,undirected
"Acknowledgement","Perversion",1.0,undirected
"Acknowledgement","Power",1.0,undirected
"Acknowledgement","Reality",1.0,undirected
"Acknowledgement","Renunciation",1.0,undirected
"Acknowledgement","Sacrifice",1.0,undirected
"Acknowledgement","Time",2.0,undirected
"Acquaintance","Certainty",1.0,undirected
"Acquaintance","Evil",1.0,undirected
"Acquaintance","Instrument",1.0,undirected
"Acquaintance","Irritability",1.0,undirected
"Acquaintance","Moment",2.0,undirected
"Acquaintance","Nature",1.0,undirected
"Acquaintance","Relationship",1.0,undirected
"Acquaintance","Reproduction",1.0,undirected
"Acquaintance","Scepticism",1.0,undirected
"Acquaintance","Sensibility",1.0,undirected
"Acquaintance","Understanding",1.0,undirected
"Action","Actuality",29.0,undirected
"Action","Animal",1.0,undirected
"Action","Antigone",1.0,undirected
"Action","Antithesis",24.0,undirected
"Action","Arena",1.0,undirected
"Action","Artificer",2.0,undirected
"Action","Being",131.0,undirected
"Action","Blood",2.0,undirected
"Action","bondsman",4.0,undirected
"Action","Brother",1.0,undirected
"Action","Certainty",14.0,undirected
"Action","Character",16.0,undirected
"Action","Children",2.0,undirected
"Action","Community",6.0,undirected
"Action","Confession",1.0,undirected
"Action","Consciousness",171.0,undirected
"Action","Contemplation",1.0,undirected
"Action","Content",39.0,undirected
"Action","Contingency",9.0,undirected
"Action","Contradiction",2.0,undirected
"Action","Conviction",8.0,undirected
"Action","Cowardice",2.0,undirected
"Action","Crime",4.0,undirected
"Action","Cult",1.0,undirected
"Action","Culture",1.0,undirected
"Action","Customs",3.0,undirected
"Action","Death",4.0,undirected
"Action","Derangement",1.0,undirected
"Action","Desire",6.0,undirected
"Action","Destruction",5.0,undirected
"Action","Determinations",2.0,undirected
"Action","Devotion",1.0,undirected
"Action","Disparity",5.0,undirected
"Action","Dissemblance",2.0,undirected
"Action","Duality",1.0,undirected
"Action","Duty",57.0,undirected
"Action","Earnestness",3.0,undirected
"Action","Education",1.0,undirected
"Action","Electricity",1.0,undirected
"Action","Elimination",2.0,undirected
"Action","Emptiness",2.0,undirected
"Action","Enjoyment",16.0,undirected
"Action","Enlightenment",6.0,undirected
"Action","Essence",49.0,undirected
"Action","Evil",3.0,undirected
"Action","Existence",29.0,undirected
"Action","Experience",8.0,undirected
"Action","Expression",11.0,undirected
"Action","Externality",6.0,undirected
"Action","Externalization",3.0,undirected
"Action","Extreme",8.0,undirected
"Action","Faith",10.0,undirected
"Action","Fate",6.0,undirected
"Action","Fear",1.0,undirected
"Action","Force",1.0,undirected
"Action","Formalism",1.0,undirected
"Action","Forms",37.0,undirected
"Action","Freedom",8.0,undirected
"Action","God",2.0,undirected
"Action","Government",1.0,undirected
"Action","Hand",25.0,undirected
"Action","Happiness",4.0,undirected
"Action","Hero",1.0,undirected
"Action","Hope",1.0,undirected
"Action","Hypocrisy",2.0,undirected
"Action","Idea",4.0,undirected
"Action","Identity",6.0,undirected
"Action","Immediacy",2.0,undirected
"Action","Independence",3.0,undirected
"Action","Individuality",60.0,undirected
"Action","Intention",4.0,undirected
"Action","Interfusion",4.0,undirected
"Action","Inwardness",2.0,undirected
"Action","Irritability",2.0,undirected
"Action","Isolation",2.0,undirected
"Action","Judgement",9.0,undirected
"Action","Knowing",15.0,undirected
"Action","Knowledge",15.0,undirected
"Action","Labour",3.0,undirected
"Action","Law",26.0,undirected
"Action","Life",10.0,undirected
"Action","Manifold",2.0,undirected
"Action","Matter",22.0,undirected
"Action","Medium",3.0,undirected
"Action","Mind",2.0,undirected
"Action","Moment",40.0,undirected
"Action","Morality",23.0,undirected
"Action","Movement",22.0,undirected
"Action","Nature",64.0,undirected
"Action","Negativity",7.0,undirected
"Action","Notion",23.0,undirected
"Action","Object",23.0,undirected
"Action","Observation",3.0,undirected
"Action","Observer",2.0,undirected
"Action","Oracle",1.0,undirected
"Action","Order",12.0,undirected
"Action","Organism",8.0,undirected
"Action","Otherness",1.0,undirected
"Action","Parties",1.0,undirected
"Action","Pathos",3.0,undirected
"Action","Perception",3.0,undirected
"Action","Perversion",2.0,undirected
"Action","Plato",1.0,undirected
"Action","Plurality",1.0,undirected
"Action","Positive",7.0,undirected
"Action","Possession",2.0,undirected
"Action","Power",18.0,undirected
"Action","Principle",20.0,undirected
"Action","Punishment",1.0,undirected
"Action","Purity",1.0,undirected
"Action","Purposiveness",3.0,undirected
"Action","Quality",4.0,undirected
"Action","Rameau",1.0,undirected
"Action","Reality",77.0,undirected
"Action","Reason",6.0,undirected
"Action","Recognition",4.0,undirected
"Action","Reflection",4.0,undirected
"Action","Rejection",1.0,undirected
"Action","Relationship",11.0,undirected
"Action","Religion",3.0,undirected
"Action","Reproduction",2.0,undirected
"Action","Responsibility",1.0,undirected
"Action","Rightness",2.0,undirected
"Action","Sacrifice",6.0,undirected
"Action","Scepticism",3.0,undirected
"Action","Science",2.0,undirected
"Action","Self-conscious",9.0,undirected
"Action","selfhood",1.0,undirected
"Action","Sense",6.0,undirected
"Action","Sense-knowledge",1.0,undirected
"Action","Sensibility",1.0,undirected
"Action","Shape",8.0,undirected
"Action","Sidedness",3.0,undirected
"Action","Simplicity",1.0,undirected
"Action","Singleness",3.0,undirected
"Action","Skull",3.0,undirected
"Action","Soliciting",1.0,undirected
"Action","Soul",1.0,undirected
"Action","Species",2.0,undirected
"Action","Spirit",29.0,undirected
"Action","Stoicism",1.0,undirected
"Action","Subject",3.0,undirected
"Action","Substance",26.0,undirected
"Action","Superiority",1.0,undirected
"Action","Supersession",1.0,undirected
"Action","Syllogism",1.0,undirected
"Action","Thinghood",1.0,undirected
"Action","Time",21.0,undirected
"Action","Tragedy",1.0,undirected
"Action","Transition",7.0,undirected
"Action","Uncertainty",2.0,undirected
"Action","Unchangeable",2.0,undirected
"Action","Unconscious",3.0,undirected
"Action","Union",1.0,undirected
"Action","Unity",39.0,undirected
"Action","Universality",21.0,undirected
"Action","Unreality",4.0,undirected
"Action","Utterance",2.0,undirected
"Action","Virtue",4.0,undirected
"Action","Wickedness",1.0,undirected
"Action","Work",39.0,undirected
"Action","World",20.0,undirected
"Action","Worship",3.0,undirected
"Action","Zeus",1.0,undirected
"Actuality","Alienation",7.0,undirected
"Actuality","Animal",1.0,undirected
"Actuality","Antigone",2.0,undirected
"Actuality","Antithesis",11.0,undirected
"Actuality","Art",1.0,undirected
"Actuality","Atoms",1.0,undirected
"Actuality","Authority",1.0,undirected
"Actuality","Being",75.0,undirected
"Actuality","Brother",1.0,undirected
"Actuality","Certainty",17.0,undirected
"Actuality","Character",15.0,undirected
"Actuality","Children",2.0,undirected
"Actuality","Citizen",1.0,undirected
"Actuality","Community",1.0,undirected
"Actuality","Consciousness",125.0,undirected
"Actuality","Content",22.0,undirected
"Actuality","Contingency",1.0,undirected
"Actuality","Contradiction",2.0,undirected
"Actuality","Conviction",1.0,undirected
"Actuality","Crime",5.0,undirected
"Actuality","Cult",6.0,undirected
"Actuality","Culture",10.0,undirected
"Actuality","Customs",6.0,undirected
"Actuality","Daughter",1.0,undirected
"Actuality","Death",4.0,undirected
"Actuality","Desire",2.0,undirected
"Actuality","Determinations",2.0,undirected
"Actuality","Differentiation",1.0,undirected
"Actuality","Disparity",1.0,undirected
"Actuality","Duality",1.0,undirected
"Actuality","Duty",12.0,undirected
"Actuality","Enjoyment",10.0,undirected
"Actuality","Equilibrium",1.0,undirected
"Actuality","Essence",51.0,undirected
"Actuality","Evil",3.0,undirected
"Actuality","Existence",43.0,undirected
"Actuality","Experience",3.0,undirected
"Actuality","Expression",7.0,undirected
"Actuality","Externalization",5.0,undirected
"Actuality","Extreme",8.0,undirected
"Actuality","Faith",3.0,undirected
"Actuality","Force",6.0,undirected
"Actuality","Forms",38.0,undirected
"Actuality","Freedom",6.0,undirected
"Actuality","Genesis",1.0,undirected
"Actuality","God",2.0,undirected
"Actuality","Grace",1.0,undirected
"Actuality","Grave",2.0,undirected
"Actuality","Habitation",1.0,undirected
"Actuality","Hand",7.0,undirected
"Actuality","Happiness",4.0,undirected
"Actuality","History",1.0,undirected
"Actuality","Idea",3.0,undirected
"Actuality","Idealism",1.0,undirected
"Actuality","Immediacy",4.0,undirected
"Actuality","Independence",7.0,undirected
"Actuality","Individuality",26.0,undirected
"Actuality","Intention",2.0,undirected
"Actuality","Isolation",1.0,undirected
"Actuality","Judgement",2.0,undirected
"Actuality","Kingdom",1.0,undirected
"Actuality","Knowing",5.0,undirected
"Actuality","Knowledge",8.0,undirected
"Actuality","Law",21.0,undirected
"Actuality","Life",7.0,undirected
"Actuality","Manifold",1.0,undirected
"Actuality","Mediation",2.0,undirected
"Actuality","Mind",2.0,undirected
"Actuality","Moment",27.0,undirected
"Actuality","Monarch",1.0,undirected
"Actuality","Morality",8.0,undirected
"Actuality","Movement",21.0,undirected
"Actuality","Nation",4.0,undirected
"Actuality","Nature",23.0,undirected
"Actuality","Negativity",1.0,undirected
"Actuality","Nothingness",4.0,undirected
"Actuality","Notion",29.0,undirected
"Actuality","Nullity",2.0,undirected
"Actuality","Object",22.0,undirected
"Actuality","Observation",13.0,undirected
"Actuality","Order",2.0,undirected
"Actuality","Ordinance",1.0,undirected
"Actuality","Organism",3.0,undirected
"Actuality","Otherness",4.0,undirected
"Actuality","Pantheon",1.0,undirected
"Actuality","Parents",1.0,undirected
"Actuality","Perversion",2.0,undirected
"Actuality","Physiognomy",2.0,undirected
"Actuality","Positive",2.0,undirected
"Actuality","Possession",2.0,undirected
"Actuality","Power",13.0,undirected
"Actuality","Principle",6.0,undirected
"Actuality","Property",1.0,undirected
"Actuality","Psychology",1.0,undirected
"Actuality","Punishment",4.0,undirected
"Actuality","Purity",2.0,undirected
"Actuality","Reality",11.0,undirected
"Actuality","Reason",11.0,undirected
"Actuality","Recognition",2.0,undirected
"Actuality","Reflection",1.0,undirected
"Actuality","Relationship",10.0,undirected
"Actuality","Religion",9.0,undirected
"Actuality","Remoteness",2.0,undirected
"Actuality","Renunciation",1.0,undirected
"Actuality","Reproduction",1.0,undirected
"Actuality","Sacrifice",4.0,undirected
"Actuality","Scepticism",1.0,undirected
"Actuality","Science",3.0,undirected
"Actuality","Self-conscious",8.0,undirected
"Actuality","Self-recognition",1.0,undirected
"Actuality","Sense",1.0,undirected
"Actuality","Sensibility",1.0,undirected
"Actuality","Sensuousness",2.0,undirected
"Actuality","Shape",11.0,undirected
"Actuality","Sidedness",2.0,undirected
"Actuality","Simplicity",2.0,undirected
"Actuality","Singleness",5.0,undirected
"Actuality","Sister",2.0,undirected
"Actuality","Skull",1.0,undirected
"Actuality","Soul",2.0,undirected
"Actuality","Species",2.0,undirected
"Actuality","Spirit",66.0,undirected
"Actuality","Stoicism",2.0,undirected
"Actuality","Subject",9.0,undirected
"Actuality","Subsistence",1.0,undirected
"Actuality","Substance",34.0,undirected
"Actuality","Substantiality",1.0,undirected
"Actuality","Supersensible",2.0,undirected
"Actuality","Syllogism",2.0,undirected
"Actuality","Time",24.0,undirected
"Actuality","Totality",3.0,undirected
"Actuality","Transition",4.0,undirected
"Actuality","Unchangeable",5.0,undirected
"Actuality","Understanding",2.0,undirected
"Actuality","Union",1.0,undirected
"Actuality","Unity",23.0,undirected
"Actuality","Universality",15.0,undirected
"Actuality","Unreality",2.0,undirected
"Actuality","Utility",2.0,undirected
"Actuality","Utterance",1.0,undirected
"Actuality","Virtue",5.0,undirected
"Actuality","Work",8.0,undirected
"Actuality","World",52.0,undirected
"Adornment","Art",1.0,undirected
"Adornment","Consciousness",1.0,undirected
"Adornment","Cult",1.0,undirected
"Adornment","Enjoyment",1.0,undirected
"Adornment","Existence",1.0,undirected
"Adornment","Fate",1.0,undirected
"Adornment","Glory",3.0,undirected
"Adornment","God",2.0,undirected
"Adornment","Honour",2.0,undirected
"Adornment","Manifold",1.0,undirected
"Adornment","Messenger",1.0,undirected
"Adornment","Nation",3.0,undirected
"Adornment","Nature",1.0,undirected
"Adornment","Reality",1.0,undirected
"Adornment","Religion",1.0,undirected
"Adornment","Soul",1.0,undirected
"Adornment","Work",1.0,undirected
"Air","Animal",1.0,undirected
"Air","Cognition",2.0,undirected
"Air","Consciousness",2.0,undirected
"Air","Contingency",1.0,undirected
"Air","Continuity",2.0,undirected
"Air","Essence",1.0,undirected
"Air","Freedom",1.0,undirected
"Air","Hand",1.0,undirected
"Air","Life",4.0,undirected
"Air","Manifold",1.0,undirected
"Air","Nature",6.0,undirected
"Air","Notion",3.0,undirected
"Air","Pathos",1.0,undirected
"Air","Reflection",1.0,undirected
"Air","Relationship",1.0,undirected
"Air","Self-conscious",1.0,undirected
"Air","Shape",1.0,undirected
"Air","Soul",1.0,undirected
"Air","Spirit",1.0,undirected
"Air","Time",1.0,undirected
"Air","Unity",1.0,undirected
"Alienation","Antithesis",2.0,undirected
"Alienation","Being",11.0,undirected
"Alienation","Certainty",1.0,undirected
"Alienation","Character",3.0,undirected
"Alienation","Consciousness",20.0,undirected
"Alienation","Content",5.0,undirected
"Alienation","Culture",6.0,undirected
"Alienation","Enlightenment",1.0,undirected
"Alienation","Essence",6.0,undirected
"Alienation","Existence",9.0,undirected
"Alienation","Externalization",2.0,undirected
"Alienation","Faith",6.0,undirected
"Alienation","Fate",1.0,undirected
"Alienation","Forms",8.0,undirected
"Alienation","Freedom",1.0,undirected
"Alienation","Hand",1.0,undirected
"Alienation","Honour",1.0,undirected
"Alienation","Hope",1.0,undirected
"Alienation","Identity",1.0,undirected
"Alienation","Individuality",1.0,undirected
"Alienation","Intention",1.0,undirected
"Alienation","Knowing",2.0,undirected
"Alienation","Knowledge",2.0,undirected
"Alienation","Law",2.0,undirected
"Alienation","Life",4.0,undirected
"Alienation","Mediation",1.0,undirected
"Alienation","Moment",8.0,undirected
"Alienation","Monarch",1.0,undirected
"Alienation","Morality",1.0,undirected
"Alienation","Movement",4.0,undirected
"Alienation","Nature",3.0,undirected
"Alienation","Negation",2.0,undirected
"Alienation","Nothingness",1.0,undirected
"Alienation","Notion",5.0,undirected
"Alienation","Nullity",1.0,undirected
"Alienation","Order",1.0,undirected
"Alienation","Otherness",1.0,undirected
"Alienation","Perversion",1.0,undirected
"Alienation","Positive",3.0,undirected
"Alienation","Possession",1.0,undirected
"Alienation","Power",3.0,undirected
"Alienation","Principle",1.0,undirected
"Alienation","Reality",2.0,undirected
"Alienation","Reason",2.0,undirected
"Alienation","Self-conscious",1.0,undirected
"Alienation","Spirit",13.0,undirected
"Alienation","Subject",3.0,undirected
"Alienation","Substance",8.0,undirected
"Alienation","Thinghood",1.0,undirected
"Alienation","Time",1.0,undirected
"Alienation","Transition",2.0,undirected
"Alienation","Unchangeable",1.0,undirected
"Alienation","Unity",5.0,undirected
"Alienation","Universality",2.0,undirected
"Alienation","Utility",1.0,undirected
"Alienation","World",15.0,undirected
"Animal","Art",1.0,undirected
"Animal","Artificer",4.0,undirected
"Animal","Being",6.0,undirected
"Animal","Certainty",2.0,undirected
"Animal","Character",1.0,undirected
"Animal","Cognition",1.0,undirected
"Animal","Community",1.0,undirected
"Animal","Consciousness",12.0,undirected
"Animal","Death",3.0,undirected
"Animal","Desire",1.0,undirected
"Animal","Determinations",1.0,undirected
"Animal","Dissolution",1.0,undirected
"Animal","Earnestness",1.0,undirected
"Animal","Electricity",2.0,undirected
"Animal","Essence",4.0,undirected
"Animal","Existence",6.0,undirected
"Animal","Force",1.0,undirected
"Animal","Formalism",1.0,undirected
"Animal","Forms",9.0,undirected
"Animal","God",5.0,undirected
"Animal","Hand",6.0,undirected
"Animal","Idea",1.0,undirected
"Animal","Immediacy",2.0,undirected
"Animal","Independence",1.0,undirected
"Animal","Individuality",3.0,undirected
"Animal","Irritability",2.0,undirected
"Animal","Kingdom",2.0,undirected
"Animal","Life",6.0,undirected
"Animal","Matter",2.0,undirected
"Animal","Moment",3.0,undirected
"Animal","Movement",2.0,undirected
"Animal","Nature",6.0,undirected
"Animal","Nothingness",1.0,undirected
"Animal","Notion",2.0,undirected
"Animal","Object",2.0,undirected
"Animal","Observer",1.0,undirected
"Animal","Organism",4.0,undirected
"Animal","Pantheon",1.0,undirected
"Animal","Perception",2.0,undirected
"Animal","Philosophy",1.0,undirected
"Animal","Positive",1.0,undirected
"Animal","Power",2.0,undirected
"Animal","Principle",2.0,undirected
"Animal","Reality",2.0,undirected
"Animal","Reason",3.0,undirected
"Animal","Religion",1.0,undirected
"Animal","Renunciation",1.0,undirected
"Animal","Sacrifice",1.0,undirected
"Animal","Self-conscious",3.0,undirected
"Animal","Shape",9.0,undirected
"Animal","Simplicity",2.0,undirected
"Animal","Spirit",7.0,undirected
"Animal","Struggle",1.0,undirected
"Animal","Subject",2.0,undirected
"Animal","Substance",2.0,undirected
"Animal","Time",2.0,undirected
"Animal","Transition",1.0,undirected
"Animal","Unconscious",1.0,undirected
"Animal","Understanding",5.0,undirected
"Animal","Universality",3.0,undirected
"Animal","Violence",1.0,undirected
"Animal","Work",3.0,undirected
"Animal","World",2.0,undirected
"Antigone","Brother",1.0,undirected
"Antigone","Crime",1.0,undirected
"Antigone","Duty",1.0,undirected
"Antigone","Existence",1.0,undirected
"Antigone","Hope",1.0,undirected
"Antigone","Law",2.0,undirected
"Antigone","Life",1.0,undirected
"Antigone","Relationship",2.0,undirected
"Antigone","Self-conscious",1.0,undirected
"Antigone","Sister",1.0,undirected
"Antigone","Spirit",1.0,undirected
"Antigone","Time",1.0,undirected
"Antigone","Utterance",1.0,undirected
"Antigone","Violence",1.0,undirected
"Antithesis","Being",46.0,undirected
"Antithesis","Certainty",6.0,undirected
"Antithesis","Character",6.0,undirected
"Antithesis","Cognition",1.0,undirected
"Antithesis","Cohesion",1.0,undirected
"Antithesis","Community",1.0,undirected
"Antithesis","Conception",1.0,undirected
"Antithesis","Consciousness",97.0,undirected
"Antithesis","Content",22.0,undirected
"Antithesis","Contingency",1.0,undirected
"Antithesis","Continuity",2.0,undirected
"Antithesis","Contradiction",2.0,undirected
"Antithesis","Crime",1.0,undirected
"Antithesis","Culture",2.0,undirected
"Antithesis","Destruction",1.0,undirected
"Antithesis","Determinatenesses",1.0,undirected
"Antithesis","Determinations",3.0,undirected
"Antithesis","Disparity",2.0,undirected
"Antithesis","Diversity",2.0,undirected
"Antithesis","Duality",2.0,undirected
"Antithesis","Duty",12.0,undirected
"Antithesis","Enjoyment",1.0,undirected
"Antithesis","Enlightenment",1.0,undirected
"Antithesis","Essence",32.0,undirected
"Antithesis","Evil",9.0,undirected
"Antithesis","Existence",19.0,undirected
"Antithesis","Experience",1.0,undirected
"Antithesis","Expression",3.0,undirected
"Antithesis","Externalization",1.0,undirected
"Antithesis","Extreme",3.0,undirected
"Antithesis","Faith",2.0,undirected
"Antithesis","Force",3.0,undirected
"Antithesis","Forms",25.0,undirected
"Antithesis","Freedom",3.0,undirected
"Antithesis","Gravity",1.0,undirected
"Antithesis","Hand",9.0,undirected
"Antithesis","Happiness",1.0,undirected
"Antithesis","Hypocrisy",1.0,undirected
"Antithesis","Idea",1.0,undirected
"Antithesis","Identity",4.0,undirected
"Antithesis","Immediacy",6.0,undirected
"Antithesis","Individuality",32.0,undirected
"Antithesis","Intension",4.0,undirected
"Antithesis","Intention",1.0,undirected
"Antithesis","Irritability",5.0,undirected
"Antithesis","Judgement",2.0,undirected
"Antithesis","Kingdom",1.0,undirected
"Antithesis","Knowing",13.0,undirected
"Antithesis","Knowledge",17.0,undirected
"Antithesis","Law",11.0,undirected
"Antithesis","Life",3.0,undirected
"Antithesis","Manifold",1.0,undirected
"Antithesis","Mask",1.0,undirected
"Antithesis","Matter",1.0,undirected
"Antithesis","Mediation",3.0,undirected
"Antithesis","Moment",29.0,undirected
"Antithesis","Morality",5.0,undirected
"Antithesis","Movement",14.0,undirected
"Antithesis","Nature",15.0,undirected
"Antithesis","Negation",1.0,undirected
"Antithesis","Negativity",2.0,undirected
"Antithesis","Nothingness",1.0,undirected
"Antithesis","Notion",31.0,undirected
"Antithesis","Object",16.0,undirected
"Antithesis","Observation",8.0,undirected
"Antithesis","Oneness",1.0,undirected
"Antithesis","Order",1.0,undirected
"Antithesis","Organism",5.0,undirected
"Antithesis","Otherness",4.0,undirected
"Antithesis","Parties",1.0,undirected
"Antithesis","Perception",1.0,undirected
"Antithesis","Physiognomy",1.0,undirected
"Antithesis","Plurality",3.0,undirected
"Antithesis","Positive",2.0,undirected
"Antithesis","Power",6.0,undirected
"Antithesis","Principle",5.0,undirected
"Antithesis","Property",1.0,undirected
"Antithesis","Psychology",1.0,undirected
"Antithesis","Reality",19.0,undirected
"Antithesis","Reason",9.0,undirected
"Antithesis","Recognition",2.0,undirected
"Antithesis","Reflection",4.0,undirected
"Antithesis","Relationship",5.0,undirected
"Antithesis","Religion",1.0,undirected
"Antithesis","Reproduction",1.0,undirected
"Antithesis","Rightness",1.0,undirected
"Antithesis","Sacrifice",2.0,undirected
"Antithesis","Satisfaction",3.0,undirected
"Antithesis","Science",6.0,undirected
"Antithesis","Self-conscious",3.0,undirected
"Antithesis","Sense",1.0,undirected
"Antithesis","Sensibility",5.0,undirected
"Antithesis","Sensuousness",3.0,undirected
"Antithesis","Shape",8.0,undirected
"Antithesis","Simplicity",5.0,undirected
"Antithesis","Soul",2.0,undirected
"Antithesis","Spirit",13.0,undirected
"Antithesis","Struggle",2.0,undirected
"Antithesis","Subsistence",2.0,undirected
"Antithesis","Substance",8.0,undirected
"Antithesis","Supersensible",1.0,undirected
"Antithesis","Supersession",1.0,undirected
"Antithesis","Syllogism",1.0,undirected
"Antithesis","Tautology",1.0,undirected
"Antithesis","Time",19.0,undirected
"Antithesis","Transition",5.0,undirected
"Antithesis","Unchangeable",6.0,undirected
"Antithesis","Unchangeableness",2.0,undirected
"Antithesis","Unconscious",1.0,undirected
"Antithesis","Understanding",1.0,undirected
"Antithesis","Union",3.0,undirected
"Antithesis","Unity",33.0,undirected
"Antithesis","Universality",12.0,undirected
"Antithesis","Virtue",5.0,undirected
